,NAME,LATITUDE,LONGITUDE,VICINITY,CLOTHING,FOOD,HOUSEHOLD GOODS,HOUSING,TRAINING AND OTHER SERVICES,NOTES,WEBSITE
190,Free People,40.4572086,-79.9164697,"6425 Penn Ave, Pittsburgh",,,1.0,,,,https://www.freepeople.com/stores/bakery-square-pittsburgh/
191,Free People,40.5423617,-80.0081383,"Ross Park Mall, 1000 Ross Park Mall Dr, Pittsburgh",,,1.0,,,,https://www.freepeople.com/stores/ross-park-pittsburgh/
192,Free Store Wilkinsburg,40.4439682,-79.8850798,"619 Penn Ave, Pittsburgh",1.0,,1.0,,,,https://www.freestorewilkinsburg.org/
193,FreeRide Bicycle Collective,40.4502316,-79.8985398,"214 N Lexington St, Pittsburgh",,,1.0,,,,http://freeridepgh.org
194,Fulton Commons,40.4560928,-80.0249786,"1546 Fulton St, Pittsburgh",,1.0,,,,,http://fultonpgh.com/
195,Garden Resource Center - Grow Pittsburgh,40.459693,-79.912875,"147 Putnam St, Pittsburgh",,1.0,,,,,http://www.growpittsburgh.org/garden-and-farm-resources/garden-resource-center/
196,Garden of Etna,40.496077,-79.945871,"9 Short Alley, Pittsburgh",,1.0,,,,,
197,Garfield Community Farm,40.4690683,-79.9351849,"509 Wicklow St, Pittsburgh",,1.0,,,,,http://garfieldfarm.com/
198,Genesis House,40.50021599999999,-80.051208,"185 Dakota Ave, Pittsburgh",,,,1.0,,,https://www.genesispgh.org/genesis-house
199,Ginger Snap Hair Studio,40.45412839999999,-79.9818402,"2343 Smallman St STE 6, Pittsburgh",,1.0,,,,,http://www.gingersnaphairstudio.com/
200,Goodwill,40.46212939999999,-79.8253835,"11660 Keleket Dr, Pittsburgh",1.0,,,,,,https://www.goodwillswpa.org/
201,Goodwill,40.4574277,-80.16545789999999,"3 Urbano Way, Pittsburgh",1.0,,,,,,https://www.goodwillswpa.org/
202,Goodwill,40.53707259999999,-80.01274819999999,"7221 McKnight Rd #1, Pittsburgh",1.0,,,,,,https://www.goodwillswpa.org/
203,Goodwill,40.4805491,-79.9556254,"160 52nd St, Pittsburgh",1.0,,,,,,https://www.goodwillswpa.org/
204,Goodwill,40.4598772,-79.92557699999999,"5993 Centre Ave, Pittsburgh",1.0,,,,,,https://www.goodwillswpa.org/
205,Goodwill,40.426694,-79.96691799999999,"2700 E Carson St, Pittsburgh",1.0,,,,,,https://www.goodwillswpa.org/
206,Goodwill,40.404258,-80.040356,"2866 Banksville Rd, Pittsburgh",1.0,,,,,,https://www.goodwillswpa.org/
207,Goodwill,40.5402738,-79.8018903,"1306 Pittsburgh St, Cheswick",1.0,,,,,,https://www.goodwillswpa.org/
208,Goodwill Adult Education Site,40.4512729,-79.9519272,"249 N Craig St, Pittsburgh",,,,,1.0,,https://www.goodwillswpa.org/ged
209,Green Tree Public Library,40.4186033,-80.04682749999999,"10 W Manilla Ave, Pittsburgh",,,,,1.0,,http://www.greentreelibrary.org/
210,Grow Pittsburgh,40.4583377,-79.9114172,"6587 Hamilton Ave #2W, Pittsburgh",,1.0,,,,,http://www.growpittsburgh.org/
211,Gussy's Bagels & Deli,40.4412885,-79.9587238,"3606 Fifth Ave, Pittsburgh",,1.0,,,,,http://gussysbagels.com/
212,HILLMAN CENTER AT SKYLINE TERRACE,40.4437592,-79.976834,"385 Elmore St, Pittsburgh",,,,,1.0,,https://pittsburghpa.gov/#
213,Halal Pitt,40.44246090000001,-79.95764,"Fifth Ave &, S Bouquet St, Pittsburgh",,1.0,,,,,
214,Hamnett Place Community Garden,40.43853,-79.8848513,"502 Jeanette St, Pittsburgh",,1.0,,,,,https://hamnettgarden.wordpress.com/
215,Harmar Street Community Garden,40.4572409,-79.96792339999999,"332 Harmar St, Pittsburgh",,1.0,,,,,
216,Hazelwood Healthy Active Living Community Center,40.4036469,-79.9425686,"5344 Second Avenue, Pittsburgh",,,,,1.0,,
217,Health Sciences Library,40.489279,-79.89596499999999,"815 Freeport Rd, Pittsburgh",,,,,1.0,,https://www.hsls.pitt.edu/
218,Health Sciences Library,40.4570102,-80.0037243,"320 E North Ave, Pittsburgh",,,,,1.0,,http://www.hsls.pitt.edu/
219,Health Services,40.4448484,-79.9504839,"Pittsburgh Board of Education, 341 S Bellefield Ave, Pittsburgh",,,,,1.0,,
220,Hearts of The Homeless,40.46186609999999,-79.9170974,"478 Enright Ct, Pittsburgh",,,,1.0,,,http://heartsofthehomeless.org/
221,Henry Kaufmann Neighborhood House,40.4192698,-79.9753614,"2201 Salisbury St, Pittsburgh",,1.0,,1.0,,,http://www.brashearassociation.org/contact-us
222,Highland Park,40.4793534,-79.9155311,"Reservoir Drive, Pittsburgh",,1.0,,,,,https://www.pittsburghparks.org/highland-park
223,Highland Park,40.474507,-79.92094929999999,"5801 Hampton St, Pittsburgh",,,,,1.0,,https://hpccpgh.org/contact/
224,Hill Community Development Corporation,40.444108,-79.979978,"2015 Centre Ave # 2, Pittsburgh",,,,,1.0,,https://www.hilldistrict.org/
225,Hillman Library at University of Pittsburgh,40.4426031,-79.9541564,"3960 Forbes Ave, Pittsburgh",,,,,1.0,,http://www.library.pitt.edu/
226,Hilltop Urban Farm,40.4093458,-79.97741529999999,"700 Cresswell St, Pittsburgh",,1.0,,,,,http://hilltopurbanfarm.org/
227,Holy Family Institute,40.4580513,-80.01634849999999,"1601 Brighton Rd, Pittsburgh",,,,1.0,,,http://www.hfi-pgh.org/
228,Holy Family Institute,40.4243548,-79.8872133,"1789 S Braddock Ave #585, Pittsburgh",,,,1.0,,,http://www.hfi-pgh.org/
229,Homeless Children's Education Fund,40.44345,-79.980988,"One Hope Square, 1901 Centre Ave, Ste 301, Pittsburgh",,,,1.0,,,http://www.homelessfund.org/
230,Homeless Family Services,40.40065329999999,-79.8350497,"817 E Pittsburgh Mall, East Pittsburgh",,,,1.0,,,
231,Humane Animal Rescue,40.4510694,-80.0198957,"1101 Western Ave, Pittsburgh",,,,1.0,,,http://www.humaneanimalrescue.org/
232,Humane Animal Rescue of Pittsburgh,40.4557913,-79.9040929,"6926 Hamilton Ave, Pittsburgh",,,,1.0,,,http://www.humaneanimalrescue.org/
233,Hunt Library,40.4411268,-79.9437538,"4909 Frew St, Pittsburgh",,,,,1.0,,http://search.library.cmu.edu/
234,IBEW,40.4395778,-80.001289,"401 Wood St #402, Pittsburgh",,,,,1.0,,http://www.ibew.org/
235,Insight Global,40.439998,-80.00379500000001,"PPG Place, 1, #3030, Pittsburgh",,,,,1.0,,https://insightglobal.com/locations?utm_source=gmb&utm_medium=Yext
236,Institute Networking Comm Services,40.4632021,-79.9251861,"211 N Whitfield St #800, Pittsburgh",,,,,1.0,,
237,JEWISH COMMUNITY CENTER - ROBINSON BLDG,40.4367972,-79.9236779,"5738 Darlington Rd, Pittsburgh",,,,,1.0,,
238,JFCS Career Development Center,40.43631,-79.9239769,"5743 Bartlett St, Pittsburgh",,,,,1.0,,https://www.jfcspgh.org/services/career-development-center/
239,JFCS Pittsburgh,40.43612479999999,-79.9238642,"5743 Bartlett St, Pittsburgh",,1.0,,1.0,,,https://www.jfcspgh.org/
240,JFCS Squirrel Hill Food Pantry,40.41956769999999,-79.9279997,"828 Hazelwood Ave, Pittsburgh",,1.0,,,,,https://www.jfcspgh.org/services/squirrel-hill-food-pantry/
241,James Frazer Hillman Library,40.4548817,-79.9397796,"5230 Centre Ave, Pittsburgh",,,,,1.0,,
242,Jennie King Mellon Library,40.4485215,-79.9261641,"Chatham University, Woodland Rd, Pittsburgh",,,,,1.0,,https://library.chatham.edu/services_covid19
243,Jeron X. Grayson Community Center,40.4442894,-79.9833307,"1852 Enoch St, Pittsburgh",,,,,1.0,,
244,Jewish Community Center of Greater Pittsburgh,40.4374275,-79.92371370000001,"5738 Forbes Ave, Pittsburgh",,,,,1.0,,http://www.jccpgh.org/
245,Jian's Kitchen (品江南）,40.4377489,-79.92187000000001,"5824 Forbes Ave, Pittsburgh",,1.0,,,,,http://jianskitchen.com/
246,Job Corps Placement & Admissions Center,40.4388646,-79.9995988,"355 Fourth Ave, Pittsburgh",,,,,1.0,,
247,JobLinks,40.4387225,-79.9574256,"294 Semple St, Pittsburgh",,,,,1.0,,
248,Jubilee Food Pantry,40.4567672,-79.96710379999999,"3103 Brereton St, Pittsburgh",,1.0,,1.0,,,
249,Jubilee Kitchen,40.4384783,-79.9772969,"2005 Wyandotte St, Pittsburgh",,1.0,,1.0,,,http://jubileesoupkitchen.org/
250,Just Harvest,40.4299195,-79.9967321,"16 Terminal Way, Pittsburgh",,1.0,,,,,https://www.justharvest.org/
251,Keep it Simple Training & Development,40.4383265,-79.99907689999999,"301 Grant St Suite 270, Pittsburgh",,,,,1.0,,http://www.kiswfd.com/
252,Kelly Services,40.442124,-79.99553890000001,"436 Seventh Ave #228, Pittsburgh",,,,,1.0,,https://www.kellyservices.us/?utm_source=gmb-listing&utm_medium=organic&utm_campaign=all_both_local-listings&utm_content=pittsburgh-pa-436-7th-ave
253,Kenny's,40.4532491,-79.8944463,"7401 Tioga St, Pittsburgh",,1.0,,,,,http://www.kennyshomewood.com/
254,"Key Personnel Services,Inc.",40.4385156,-79.9983547,"429 Fourth Ave, Pittsburgh",,,,,1.0,,http://www.kpservices.com
255,Kforce,40.424627,-80.040686,"Greentree Road, 875 Parkway Center Dr S suite 760, Pittsburgh",,,,,1.0,,https://www.kforce.com/
256,Krown Employment Services Llc,40.4568674,-79.9919489,"801 Vinial St #102, Pittsburgh",,,,,1.0,,
257,Kuhn's Market,40.399876,-80.0433974,"3125 Banksville Rd, Pittsburgh",,1.0,,,,,http://www.kuhnsmarket.com/
258,Kuhn's Market,40.5249208,-80.00715090000001,"4801 McKnight Rd, Pittsburgh",,1.0,,,,,http://kuhnsmarket.com/
259,LIHEAP Allegheney County,40.4618572,-79.9252604,"5947 Penn Ave, Pittsburgh",,1.0,,,,,http://www.dhs.pa.gov/
260,Labyrinth/Community Garden,40.4427783,-79.8913939,"322 Franklin Ave, Pittsburgh",,1.0,,,,,
261,Langley Library,40.4460138,-79.9532194,"4249 Fifth Ave, Pittsburgh",,,,,1.0,,http://library.pitt.edu/
262,Larimer Community Garden and Urban Farm,40.4644279,-79.9155097,"413 Larimer Ave, Pittsburgh",,1.0,,,,,http://cargocollective.com/akshay/Larimer-Community-Garden
263,Latino Community Center,40.4431192,-79.9982251,"212 9th St, Pittsburgh",,,,,1.0,,http://www.latinocommunitycenter.org/
264,Lauri Ann West Community Center,40.5137579,-79.8573179,"1220 Powers Run Rd, Pittsburgh",,,,,1.0,,http://www.lauriannwestcc.org/
265,Library Support Center,40.4403413,-80.03374970000002,"50 Alexander St, Pittsburgh",,,,,1.0,,
266,Library of Accessible Media for Pennsylvanians (LAMP),40.453817,-79.94918299999999,"4724 Baum Blvd, Pittsburgh",,,,,1.0,,https://www.carnegielibrary.org/
267,Light of Life Donation Center,40.4507331,-80.0108032,"635 Ridge Ave, Pittsburgh",,,,1.0,,,https://www.lightoflife.org/waystogive/needs/
268,Light of Life Rescue Mission,40.4511604,-79.99629209999999,"234 Voeghtly St, Pittsburgh",,1.0,,1.0,,,https://www.lightoflife.org/
269,Light of Life Rescue Mission,40.4558077,-80.0061168,"10 E North Ave, Pittsburgh",,1.0,,1.0,,,http://www.lightoflife.org/
270,Light of Life Rescue Mission,40.45068759999999,-79.9963678,"234 Voeghtly St, Pittsburgh",,,,1.0,,,
271,Light of Life Rescue Mission,40.45167,-80.0170299,"913 Western Ave, Pittsburgh",,,,1.0,,,https://www.lightoflife.org/
272,Limbach Community Center,40.4568629,-79.9968902,"820 Tripoli St, Pittsburgh",,,,,1.0,,
273,Lippman Library,40.4479598,-79.9435565,"4905 Fifth Ave, Pittsburgh",,,,,1.0,,https://www.rodefshalom.org/lippman-library
274,Literacy Pittsburgh,40.4512729,-79.9519272,"249 N Craig St, Pittsburgh",,,,,1.0,,http://www.literacypittsburgh.org/
275,Little Bird House Library,40.4634296,-79.94527599999999,"241 S Millvale Ave, Pittsburgh",,,,,1.0,,
276,Living Ministry,40.4707882,-80.0075524,"2536 Maple Ave, Pittsburgh",,,,1.0,,,
277,Market District Supermarket,40.4564927,-79.93460549999999,"5550 Centre Ave, Pittsburgh",,1.0,,,,,https://www.marketdistrict.com/store-locator/store-details?number=67&utm_source=google&utm_medium=organic&utm_campaign=ge_ll
278,Marsetta Lane Temp Services Inc,40.44039799999999,-79.9987781,"355 Fifth Ave, Pittsburgh",,,,,1.0,,http://wvu.edu/
279,Maxim Healthcare,40.4294258,-79.9970987,"317 E Carson St Suite 430, Pittsburgh",,,,,1.0,,https://www.maximhealthcare.com/locations/pittsburgh?y_source=1_MTQ1MzcwMTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
280,McKinley Park Shelter House,40.4141082,-80.0040969,"900 Delmont Ave, Pittsburgh",,,,,1.0,,
281,Medix,40.424611,-80.040831,"Seven, Parkway Center Drive South, 875 Greentree Rd suite 830, Pittsburgh",,,,,1.0,,http://www.medixteam.com/
282,Mellon Institute Library,40.446138,-79.951044,"4400 Fifth Ave, Pittsburgh",,,,,1.0,,http://search.library.cmu.edu/
283,Mi Empanada,40.4693291,-79.9612259,"4034 Butler St, Pittsburgh",,1.0,,,,,http://www.miempanada.com/
284,Mikvah-Jewish Women's League,40.4302319,-79.92045,"2336 Shady Ave, Pittsburgh",,,,1.0,,,
285,Mollie's Meals,40.4133805,-79.9205069,"attn: Mollie's Meals, 200 JHF Dr, Pittsburgh",,1.0,,,,,http://www.jaapgh.org/care/mollies-meals/
286,Mr Egg's Kitchen,40.4335135,-79.9228119,"2103 Murray Ave, Pittsburgh",,1.0,,,,,https://www.mreggskitchen.com/
287,Mrs. Wright's Closet,40.388898,-79.985434,"2306 Brownsville Rd, Pittsburgh",1.0,,,,,,http://mwrightscloset.com/
288,Muslim Women's Association of Pittsburgh,40.4521439,-79.9523806,"1/2 N Craig St, Pittsburgh",,,,1.0,,,http://www.mwaofpittsburgh.org/make-a-difference.html
289,Naomi Place Transitional,40.467645,-79.92383,"601 N Beatty St, Pittsburgh",,,,1.0,,,https://www.naomisplaceinc.com/
290,National Council of Jewish Women,40.4390761,-79.9233366,"1620 Murray Ave, Pittsburgh",1.0,,,,,,http://www.ncjw.org/
291,National Council-Jewish Women,40.4218585,-79.8883944,"1913 Monongahela Ave, Pittsburgh",,,,1.0,,,http://www.ncjwpgh.org/
292,National Cyber-Forensics and Training Alliance,40.43416,-79.970298,"2000 Technology Dr # 450, Pittsburgh",,,,,1.0,,https://www.ncfta.net/
293,Neighbor Youth Outreach Program,40.4415221,-79.8887544,"600 Pitt St, Pittsburgh",,,,1.0,,,
294,Neighborhood Centers Association,40.4568675,-79.9970007,"816 Tripoli St, Pittsburgh",,,,1.0,,,
295,New Century Careers,40.4296931,-79.997359,"305 E Carson St, Pittsburgh",,,,,1.0,,http://www.ncsquared.com/
296,New Horizons Computer Learning Center of Pittsburgh PA,40.4251221,-80.03843739999999,"3 Parkway Center Dr S #103, Pittsburgh",,,,,1.0,,http://www.nhpittsburgh.com/
297,Noblestown WIC,40.4298133,-80.0525665,"2121 Noblestown Rd #202, Pittsburgh",,1.0,,,,,http://www.achd.net/wic/
298,North Boroughs Food Pantry,40.499119,-80.062276,"939 California Ave, Pittsburgh",,1.0,,,,,https://www.nhco.org/events/millvale-food-pantry-lxy8s-b3rsr-8bw26-lr994
299,North Hills Food Bank,40.546734,-80.02081199999999,"99 Corbett Ct, Pittsburgh",,1.0,,,,,
300,North Hills Food Bank,40.5310622,-80.0366809,"845 Perry Hwy, Pittsburgh",,1.0,,,,,http://northhillsfoodbank.org/
301,Northside Common Ministries,40.458054,-80.016323,"1601 Brighton Rd, Pittsburgh",,1.0,,1.0,,,http://www.ncmin.org/
302,O.W.L Hollow,40.412538,-79.93857129999999,"4838 Nansen St, Pittsburgh",,1.0,,,,,https://owl-hollow.business.site/?utm_source=gmb&utm_medium=referral
303,Oakland Avenue Farm,40.4403486,-79.955861,"246 Oakland Ave, Pittsburgh",,1.0,,,,,
304,Oasis Community Kitchen,40.4561534,-79.89709839999999,"717 N Homewood Ave, Pittsburgh",,1.0,,,,,http://www.oasiscommunitykitchen.org/
305,Oh Snap Studio,40.8344701,-79.9218625,"184 Pittsburgh Rd, Butler",,1.0,,,,,
306,Olde Allegheny Community Gardens,40.4567761,-80.0099546,"1314 Sherman Ave, Pittsburgh",,1.0,,,,,
307,Once Upon A Child,40.4545939,-80.1677905,"1925 Park Manor Blvd, Pittsburgh",1.0,,,,,,https://www.onceuponachild.com/locations/pittsburgh-pa-robinson-town-centre
308,Ormsby Community Recreation Center,40.4290834,-79.9743854,"79 S 22nd St, Pittsburgh",,,,,1.0,,http://pittsburghpa.gov/citiparks/ormsby
309,Orr Compassionate Care Center,40.462942,-79.92306099999999,"6023 Harvard St # 2, Pittsburgh",,,,1.0,,,
310,Oval Shelter,40.4312029,-79.9441739,Pittsburgh,,,,1.0,,,https://registerparks.pittsburghpa.gov/Facilities.aspx?id=14
311,PA CareerLink Allegheny East,40.4204862,-79.8520735,"2040 Ardmore Blvd, Pittsburgh",,,,,1.0,,http://www.careerlinkpittsburgh.com/
312,Pa Connecting Communities,40.4365162,-79.8923798,"905 Mifflin Ave, Pittsburgh",,,,,1.0,,
313,Pancoast Staffing Services Inc,40.4415335,-80.00281799999999,"Two Gateway Center, 603 Stanwix St, Pittsburgh",,,,,1.0,,http://www.pancoast.com/
314,Pane è Pronto,40.4555361,-79.9779523,"2627 Penn Ave, Pittsburgh",,1.0,,,,,https://www.paneepronto.com/
315,Partner4Work,40.442483,-79.996695,"650 Smithfield St # 2600, Pittsburgh",,,,,1.0,,http://www.partner4work.org/
316,Penn Hills Library,40.4827192,-79.8105008,"1037 Stotler Rd, Pittsburgh",,,,,1.0,,http://www.pennhillslibrary.org/
317,Pennsylvania CareerLink Pittsburgh/Allegheny County,40.4389482,-80.0014564,"304 Wood St, Pittsburgh",,,,,1.0,,http://www.careerlinkpittsburgh.com/
318,Pennsylvania Women Work,40.442483,-79.996695,"650 Smithfield St #520, Pittsburgh",,,,1.0,,,http://www.pawomenwork.org/
319,PeopleReady,40.4659911,-79.970692,"19 35th St, Pittsburgh",,,,,1.0,,https://www.peopleready.com/location/pittsburgh-pa-1740?utm_campaign=gmb&utm_medium=organic&utm_source=google
320,PeopleShare,40.424673,-80.03764869999999,"11 Parkway Center Dr S Suite 105, Pittsburgh",,,,,1.0,,http://www.peopleshareworks.com/
321,Pethappylife,40.41171569999999,-80.0290496,"1511 Napoleon St, Pittsburgh",,,,1.0,,,https://www.pethappylife.com/
322,Phlebotomy Training Center,40.431786,-79.92151199999999,"5839 Nicholson St, Pittsburgh",,,,,1.0,,https://www.justphlebotomy.org/
323,Physics Geology Planetary Library,40.445006,-79.958114,"208 Engineering Dept. Dr, Pittsburgh",,,,,1.0,,
324,Pittsbugh Community Center Inc,40.442537,-79.983015,"1801 Centre Ave, Pittsburgh",,,,,1.0,,
325,Pittsburgh Adult Rehabilitation Center,40.4292633,-79.9899714,"44 S 9th St, Pittsburgh",1.0,,,,,,https://satruck.org/
326,Pittsburgh Career Institute,40.4426737,-79.995898,"421 Seventh Ave, Pittsburgh",,,,,1.0,,https://pci.edu/?utm_source=google&utm_medium=gmb
327,Pittsburgh Cares,40.4642142,-79.96640889999999,"3505 Butler St, Pittsburgh",,1.0,,1.0,,,http://www.pittsburghcares.org/
328,Pittsburgh Donation Center,40.377679,-79.9887751,"2790 Saw Mill Run Blvd, Pittsburgh",1.0,,,,,,https://www.zicknacks.com/donation-drop-off
329,Pittsburgh Job Corps Center,40.4769859,-79.9026794,"7175 Highland Dr, Pittsburgh",,,,,1.0,,http://pjceducation.org/
330,Pittsburgh Mercy,40.4484536,-80.01997589999999,"1200 Reedsdale St, Pittsburgh",,,,1.0,,,http://www.pittsburghmercy.org/
331,Pittsburgh Mercy Alternative Training & Employment Center,40.4543769,-79.9483211,"4749 Baum Blvd, Pittsburgh",,,,,1.0,,https://www.pittsburghmercy.org/intellectual-disabilities/employment-services/
332,Pittsburgh Parks Conservancy,40.4294258,-79.9970987,"West Tower, 317 E Carson St, Pittsburgh",,1.0,,,,,http://www.pittsburghparks.org/
333,Pittsburgh Partnership,40.4382355,-79.9966742,"414 Grant St # 406, Pittsburgh",,,,,1.0,,http://pittsburghpa.gov/humanresources/pgh-partnership
334,Plato's Closet Pittsburgh,40.5382201,-80.0133084,"7219 McKnight Rd, Pittsburgh",1.0,,,,,,http://www.platosclosetmcknight.com/
335,Pleasant Valley Men's Shelter,40.458054,-80.016323,"1601 Brighton Rd, Pittsburgh",,,,1.0,,,http://www.ncmin.org/pleasant-valley-mens-shelter
336,Plum Food Pantry,40.4638944,-79.703709,"81 Sandune Dr, Pittsburgh",,1.0,,,,,http://www.plumfoodpantry.org/
337,Pnc Community Development Corporation,40.4468383,-79.94866569999999,Pittsburgh,,,,,1.0,,https://www.pnc.com/en/about-pnc/corporate-responsibility/community-dev-banking.html
338,Positivity Garden,40.41598870000001,-79.9918223,"223 Zara St, Pittsburgh",,1.0,,,,,
339,"ProTech Professional Technical Services, Inc.",40.44039799999999,-79.998778,"355 Fifth Ave, Pittsburgh",,,,,1.0,,http://www.protechtraining.com/
340,Prospect Shelter,40.4312432,-79.9351002,"Prospect Dr, Pittsburgh",,,,1.0,,,https://pittsburghpa.gov/park-shelter/reserve
341,Proud Haven,40.453506,-79.99999369999999,"517 E Ohio St, Pittsburgh",,,,1.0,,,https://www.proudhaven.org/
342,Public Welfare Department,40.44252700000001,-79.9966305,"610 Wood St, Pittsburgh",,1.0,,,,,
343,Quick Train for Jobs,40.4204862,-79.8520735,"2040 Ardmore Blvd, Pittsburgh",,,,,1.0,,http://www.quicktrainforjobs.com/pagecontent/index/6
344,Randstad Technologies,40.4424701,-80.0009554,"EQT Plaza, 625 Liberty Ave Suite 1020, Pittsburgh",,,,,1.0,,https://www.randstadusa.com/locations/pittsburgh_pennsylvania/randstad-pittsburgh_430/?utm_source=google&utm_medium=local&utm_content=website&utm_campaign=google-business-pages&utm_term=pittsburgh
345,Red White & Blue Thrift Store,40.4952745,-80.0657724,"935 Ohio River Blvd, Pittsburgh",1.0,,,,,,http://www.redwhiteandbluethriftstore.com/
346,Red White And Blue Thrift Store,40.4107904,-80.0061843,"890 Saw Mill Run Blvd, Pittsburgh",1.0,,,,,,http://redwhiteandbluethriftstore.com/pittsburgh-pa1/
347,Rediscover Your Closet,40.45850069999999,-80.0152423,"1619 Buena Vista St, Pittsburgh",1.0,,,,,,https://www.rediscoveryourcloset.co/
348,Reemployment Transition Center,40.4398883,-80.0000136,"332 Fifth Ave #610, Pittsburgh",,,,,1.0,,
349,Regional Industrial Development Corporation,40.4414298,-79.996201,"210 Sixth Ave, Pittsburgh",,,,,1.0,,http://ridc.org/
350,Repurposed for the Thrifty Shopper in You,40.5479531,-80.01871539999999,"7805 McKnight Rd, Pittsburgh",1.0,,,,,,http://www.repurposedforyou.org/
351,Residence Inn by Marriott Pittsburgh University/Medical Center,40.4540902,-79.9546885,"3896 Bigelow Blvd, Pittsburgh",,1.0,,,,,https://www.marriott.com/hotels/travel/pitro-residence-inn-pittsburgh-university-medical-center/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2&y_source=1_MjgxODQ3OC03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D
352,Rhododendron Shelter,40.4789109,-79.9104809,"Lake Dr, Pittsburgh",,,,1.0,,,https://registerparks.pittsburghpa.gov/ViewFacilityDetails.aspx?Fid=36&Rid=66
353,Riverview Park Chapel Shelter,40.4786286,-80.01978749999999,"366 Riverview Ave, Pittsburgh",,,,1.0,,,https://www.pittsburghparks.org/projects/riverview-park-chapel-shelter
354,Riverview United Presbyterian,40.4903679,-80.01910099999999,"3929 Perrysville Ave, Pittsburgh",1.0,,,,,,https://www.riverviewpresbyterian.org/thrift-store
355,Robert Half Recruiters & Employment Agency,40.4443579,-79.9945772,"1001 Liberty Ave Suite 400, Pittsburgh",,,,,1.0,,https://www.roberthalf.com/locations/pa-pittsburgh/1001-liberty-avenue?utm_source=gmb_listing&utm_medium=organic&utm_campaign=local_listing&y_source=1_MTI5MDM1NzktNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl
356,Rodef Shalom Biblical Botanical Garden,40.4475707,-79.94361560000002,"4905 Fifth Ave #2919, Pittsburgh",,1.0,,,,,https://www.rodefshalombiblicalgarden.org/
357,Rosedale Technical College - Ben Wilke Training Center,40.4519292,-80.100601,"170 Bilmar Dr, Pittsburgh",,,,,1.0,,https://www.rosedaletech.org/?utm_source=gmb&utm_medium=organic
358,SHAPE Training,40.46154,-79.9261349,"5916 Penn Ave, Pittsburgh",,,,,1.0,,https://freetrial.shapetrain.com/
359,SHOP 'n SAVE,40.4049229,-79.9897618,"1119 Brownsville Rd, Pittsburgh",,1.0,,,,,https://www.shopnsavefood.com/StoreLocator/Store?L=83&M=&From=&S=
360,SHOP 'n SAVE,40.4832546,-79.9484539,"450 56th St, Pittsburgh",,1.0,,,,,http://www.shopnsavefood.com/
361,SHzoom,40.4579264,-79.9173842,"Ascender Building, 6401 Penn Ave 3rd floor, Pittsburgh",,1.0,,,,,https://shzoom.com/
362,SWISSHELM PARK COMMUNITY CENTER,40.4244434,-79.9013163,"1050 Windermere Dr, Pittsburgh",,,,,1.0,,https://pittsburghcontra.org/2017/12/06/announcement-on-dance-location/
363,Sankofa Village Community Garden,40.4505795,-79.8909491,"Susquehanna St and N, Brushton Ave, Pittsburgh",,1.0,,,,,https://www.svcgpgh.com/
364,Schenley Park,40.4366963,-79.94475539999999,Pittsburgh,,1.0,,,,,https://www.pittsburghparks.org/schenley-park
365,School of Nursing Library,40.462063,-79.945104,"4900 Friendship Ave, Pittsburgh",,,,,1.0,,
366,Second Harvest Community Thrift Store,40.49539,-79.9349029,"624 Clay St, Pittsburgh",1.0,,,,,,http://www.secondharvestthrift.com/
367,Self Sufficiency,40.4091203,-79.9731402,"930 Cresswell St, Pittsburgh",,1.0,,,,,
368,Shadyside Counseling Services,40.4495604,-79.9337674,"5425 Kentucky Ave, Pittsburgh",,,,,1.0,,
369,Sharpsburg Community Garden,40.4947075,-79.930171,"203 Benson Way, Pittsburgh",,1.0,,,,,https://www.growpittsburgh.org/directory/garden/sharpsburg-community-garden
370,Sharpsburg Community Library,40.4943603,-79.9302293,"1212 Main St, Pittsburgh",,,,,1.0,,http://www.coopersiegelcommunitylibrary.org/sharpsburg/
371,Sharpsburg Market Garden,40.495118,-79.9293921,"124 13th St, Pittsburgh",,1.0,,,,,
372,Sharpsburg Recreation Center,40.49523,-79.9312461,"205 N Canal St, Pittsburgh",,,,,1.0,,
373,Shepherd’s Heart,40.4380143,-79.9849898,"13 Pride St, Pittsburgh",,,,1.0,,,https://shepheart.org/
374,Sheridan Avenue Orchard and Garden,40.4637472,-79.92173,"316-332 Sheridan Ave, Pittsburgh",,1.0,,,,,https://werepair.org/pittsburgh/
375,Shiloh Center,40.4636915,-79.9599343,"3832 Mintwood St, Pittsburgh",,,,,1.0,,https://shiloh-center.business.site/
376,Smithfield United Church of Christ,40.4418667,-79.9973002,"Smithfield Building, 620 Smithfield St, Pittsburgh",,,,1.0,,,http://smithfieldchurch.org/
377,Snap Fitness Etna,40.5003804,-79.943214,"550 Butler St, Pittsburgh",,1.0,,,,,https://www.snapfitness.com/us/gyms/etna-pa/?utm_source=google&utm_medium=organic&utm_campaign=business-listing
378,Snap Fitness Pittsburgh (McKnight Rd),40.517797,-80.00569399999999,"4721 McKnight Rd, Pittsburgh",,1.0,,,,,https://www.snapfitness.com/us/gyms/pittsburgh-mcknight-rd-pa/?utm_source=google&utm_medium=organic&utm_campaign=business-listing
